Index,X,Y,Z
9160,1079045.70,-4853356.29,3981839.13
9161,1079045.79,-4853356.17,3981839.09
9162,1079045.88,-4853356.13,3981839.11
9163,1079045.94,-4853356.11,3981839.13
9164,1079045.99,-4853356.16,3981839.20
9165,1079046.05,-4853356.20,3981839.30
9166,1079046.09,-4853356.21,3981839.28
9167,1079046.12,-4853356.11,3981839.23
9168,1079046.16,-4853356.10,3981839.23
9169,1079046.17,-4853356.11,3981839.22
9170,1079046.17,-4853356.11,3981839.22
9171,1079046.20,-4853356.13,3981839.19
9172,1079046.20,-4853356.14,3981839.17
9173,1079046.20,-4853356.13,3981839.19
9174,1079046.16,-4853356.13,3981839.19
9175,1079046.20,-4853356.24,3981839.21
9176,1079046.22,-4853356.27,3981839.18
9177,1079046.24,-4853356.27,3981839.16
9178,1079046.30,-4853356.38,3981839.17
9179,1079046.30,-4853356.50,3981839.19
9180,1079046.33,-4853356.53,3981839.15
9181,1079046.38,-4853356.55,3981839.10
9182,1079046.45,-4853356.64,3981839.14
9183,1079046.52,-4853356.77,3981839.13
9184,1079046.59,-4853356.90,3981839.10
9185,1079046.66,-4853357.02,3981839.09
9186,1079046.72,-4853357.03,3981839.06
9187,1079046.75,-4853357.03,3981839.06
9188,1079046.74,-4853357.05,3981839.04
9189,1079046.74,-4853357.09,3981838.99
9190,1079046.69,-4853357.02,3981838.93
9191,1079046.65,-4853356.99,3981838.98
9192,1079046.60,-4853356.96,3981839.03
9193,1079046.55,-4853356.95,3981839.06
9194,1079046.52,-4853356.85,3981839.02
9195,1079046.49,-4853356.75,3981838.99
9196,1079046.52,-4853356.74,3981838.99
9197,1079046.46,-4853356.69,3981838.91
9198,1079046.42,-4853356.71,3981838.90
9199,1079046.37,-4853356.70,3981838.93
9200,1079046.30,-4853356.70,3981838.95
9201,1079046.23,-4853356.70,3981838.98
9202,1079046.14,-4853356.69,3981839.00
9203,1079046.15,-4853356.72,3981839.13
9204,1079046.08,-4853356.70,3981839.16
9205,1079046.05,-4853356.67,3981839.21
9206,1079046.03,-4853356.66,3981839.23
9207,1079045.96,-4853356.55,3981839.22
9208,1079045.95,-4853356.55,3981839.22
9209,1079045.90,-4853356.48,3981839.16
9210,1079045.87,-4853356.47,3981839.19
9211,1079045.85,-4853356.39,3981839.13
9212,1079045.84,-4853356.41,3981839.11
9213,1079045.84,-4853356.38,3981839.13
9214,1079045.81,-4853356.27,3981839.12
9215,1079045.81,-4853356.23,3981839.16
9216,1079045.82,-4853356.20,3981839.20
9217,1079045.83,-4853356.17,3981839.23
9218,1079045.90,-4853356.20,3981839.34
9219,1079045.93,-4853356.27,3981839.40
9220,1079045.89,-4853356.25,3981839.45
9221,1079045.84,-4853356.26,3981839.45
9222,1079045.84,-4853356.36,3981839.48
9223,1079045.84,-4853356.42,3981839.41
9224,1079045.78,-4853356.47,3981839.36
9225,1079045.76,-4853356.50,3981839.34
9226,1079045.79,-4853356.53,3981839.29
9227,1079045.84,-4853356.53,3981839.27
9228,1079045.88,-4853356.48,3981839.34
9229,1079045.87,-4853356.48,3981839.34
9230,1079045.88,-4853356.45,3981839.36
9231,1079045.88,-4853356.43,3981839.39
9232,1079045.90,-4853356.40,3981839.42
9233,1079045.95,-4853356.37,3981839.45
9234,1079046.02,-4853356.41,3981839.54
9235,1079046.03,-4853356.46,3981839.63
9236,1079046.03,-4853356.46,3981839.63
9237,1079046.02,-4853356.52,3981839.73
9238,1079045.98,-4853356.58,3981839.81
9239,1079045.99,-4853356.64,3981839.89
9240,1079045.98,-4853356.69,3981839.85
9241,1079045.95,-4853356.80,3981839.87
9242,1079045.88,-4853356.94,3981839.89
9243,1079045.85,-4853357.07,3981839.89
9244,1079045.88,-4853357.18,3981839.91
9245,1079045.90,-4853357.20,3981839.88
9246,1079045.93,-4853357.20,3981839.87
9247,1079045.92,-4853357.23,3981839.84
9248,1079045.87,-4853357.27,3981839.80
9249,1079045.86,-4853357.31,3981839.76
9250,1079045.79,-4853357.32,3981839.77
9251,1079045.70,-4853357.23,3981839.73
9252,1079045.66,-4853357.23,3981839.75
9253,1079045.59,-4853357.12,3981839.74
9254,1079045.55,-4853357.14,3981839.73
9255,1079045.59,-4853357.28,3981839.70
9256,1079045.63,-4853357.34,3981839.63
9257,1079045.65,-4853357.30,3981839.52
9258,1079045.67,-4853357.31,3981839.48
9259,1079045.77,-4853357.34,3981839.43
9260,1079045.84,-4853357.45,3981839.43
9261,1079045.93,-4853357.55,3981839.45
9262,1079045.99,-4853357.57,3981839.41
9263,1079046.03,-4853357.59,3981839.38
9264,1079046.03,-4853357.62,3981839.34
9265,1079046.09,-4853357.70,3981839.38
9266,1079046.13,-4853357.68,3981839.40
9267,1079046.15,-4853357.66,3981839.41
9268,1079046.14,-4853357.64,3981839.45
9269,1079046.09,-4853357.56,3981839.39
9270,1079046.07,-4853357.53,3981839.44
9271,1079046.05,-4853357.54,3981839.44
9272,1079046.03,-4853357.54,3981839.44
9273,1079046.01,-4853357.55,3981839.42
9274,1079045.96,-4853357.55,3981839.44
9275,1079045.94,-4853357.47,3981839.39
9276,1079045.91,-4853357.39,3981839.33
9277,1079045.91,-4853357.33,3981839.25
9278,1079045.87,-4853357.27,3981839.17
9279,1079045.84,-4853357.20,3981839.09
9280,1079045.87,-4853357.26,3981839.02
9281,1079045.89,-4853357.23,3981838.89
9282,1079045.91,-4853357.23,3981838.89
9283,1079045.92,-4853357.30,3981838.97
9284,1079045.93,-4853357.29,3981838.97
9285,1079045.93,-4853357.41,3981838.98
9286,1079045.93,-4853357.43,3981838.95
9287,1079045.96,-4853357.41,3981838.97
9288,1079046.01,-4853357.48,3981839.03
9289,1079046.06,-4853357.55,3981839.09
9290,1079046.05,-4853357.55,3981839.09
9291,1079046.06,-4853357.55,3981839.09
9292,1079046.12,-4853357.59,3981839.04
9293,1079046.13,-4853357.61,3981839.01
9294,1079046.17,-4853357.63,3981838.97
9295,1079046.20,-4853357.64,3981838.95
9296,1079046.27,-4853357.66,3981838.91
9297,1079046.30,-4853357.68,3981838.88
9298,1079046.28,-4853357.68,3981838.88
9299,1079046.34,-4853357.73,3981838.95
9300,1079046.40,-4853357.72,3981838.95
9301,1079046.44,-4853357.77,3981839.05
9302,1079046.45,-4853357.71,3981838.95
9303,1079046.48,-4853357.68,3981838.98
9304,1079046.51,-4853357.69,3981838.97
9305,1079046.52,-4853357.58,3981838.94
9306,1079046.51,-4853357.49,3981838.89
9307,1079046.53,-4853357.51,3981838.86
9308,1079046.52,-4853357.54,3981838.83
9309,1079046.55,-4853357.49,3981838.71
9310,1079046.57,-4853357.50,3981838.70
9311,1079046.57,-4853357.49,3981838.71
9312,1079046.57,-4853357.50,3981838.70
9313,1079046.57,-4853357.42,3981838.63
9314,1079046.56,-4853357.46,3981838.59
9315,1079046.53,-4853357.39,3981838.53
9316,1079046.51,-4853357.34,3981838.44
9317,1079046.49,-4853357.29,3981838.34
9318,1079046.50,-4853357.30,3981838.33
9319,1079046.52,-4853357.23,3981838.24
9320,1079046.53,-4853357.19,3981838.13
9321,1079046.55,-4853357.21,3981838.10
9322,1079046.51,-4853357.15,3981838.02
9323,1079046.44,-4853357.18,3981838.02
9324,1079046.38,-4853357.20,3981838.00
9325,1079046.38,-4853357.13,3981837.92
9326,1079046.36,-4853357.15,3981837.91
9327,1079046.38,-4853357.15,3981837.91
9328,1079046.40,-4853357.06,3981837.84
9329,1079046.45,-4853357.05,3981837.84
9330,1079046.45,-4853356.98,3981837.77
9331,1079046.42,-4853356.90,3981837.72
9332,1079046.45,-4853356.88,3981837.73
9333,1079046.45,-4853356.79,3981837.69
9334,1079046.43,-4853356.85,3981837.77
9335,1079046.41,-4853356.83,3981837.80
9336,1079046.38,-4853356.73,3981837.77
9337,1079046.36,-4853356.73,3981837.77
9338,1079046.30,-4853356.70,3981837.66
9339,1079046.31,-4853356.73,3981837.63
9340,1079046.27,-4853356.70,3981837.52
9341,1079046.30,-4853356.70,3981837.52
9342,1079046.25,-4853356.66,3981837.41
9343,1079046.26,-4853356.69,3981837.38
9344,1079046.27,-4853356.77,3981837.45
9345,1079046.30,-4853356.77,3981837.43
9346,1079046.30,-4853356.85,3981837.49
9347,1079046.27,-4853356.91,3981837.59
9348,1079046.24,-4853356.88,3981837.63
9349,1079046.23,-4853356.85,3981837.67
9350,1079046.21,-4853356.82,3981837.71
9351,1079046.19,-4853356.84,3981837.85
9352,1079046.17,-4853356.91,3981837.94
9353,1079046.16,-4853356.91,3981837.94
9354,1079046.20,-4853356.96,3981838.02
9355,1079046.18,-4853356.95,3981838.03
9356,1079046.17,-4853356.97,3981838.02
9357,1079046.20,-4853357.08,3981838.04
9358,1079046.23,-4853357.16,3981838.09
9359,1079046.27,-4853357.18,3981838.05
9360,1079046.31,-4853357.28,3981838.08
9361,1079046.33,-4853357.27,3981838.09
9362,1079046.39,-4853357.35,3981838.14
9363,1079046.45,-4853357.38,3981838.08
9364,1079046.52,-4853357.38,3981838.06
9365,1079046.59,-4853357.37,3981838.06
9366,1079046.63,-4853357.37,3981838.05
9367,1079046.70,-4853357.40,3981837.99
9368,1079046.73,-4853357.41,3981837.97
9369,1079046.82,-4853357.41,3981837.79
9370,1079046.81,-4853357.47,3981837.72
9371,1079046.79,-4853357.43,3981837.61
9372,1079046.70,-4853357.40,3981837.52
9373,1079046.59,-4853357.45,3981837.48
9374,1079046.52,-4853357.46,3981837.49
9375,1079046.47,-4853357.44,3981837.53
9376,1079046.47,-4853357.44,3981837.53
9377,1079046.50,-4853357.52,3981837.58
9378,1079046.52,-4853357.53,3981837.56
9379,1079046.51,-4853357.56,3981837.52
9380,1079046.55,-4853357.69,3981837.53
9381,1079046.55,-4853357.70,3981837.50
9382,1079046.56,-4853357.60,3981837.47
9383,1079046.53,-4853357.52,3981837.41
9384,1079046.53,-4853357.45,3981837.34
9385,1079046.53,-4853357.39,3981837.25
9386,1079046.50,-4853357.32,3981837.19
9387,1079046.52,-4853357.23,3981837.13
9388,1079046.49,-4853357.13,3981837.10
9389,1079046.51,-4853357.01,3981837.09
9390,1079046.52,-4853356.99,3981837.10
9391,1079046.47,-4853356.89,3981837.08
9392,1079046.46,-4853356.86,3981837.13
9393,1079046.45,-4853356.84,3981837.15
9394,1079046.42,-4853356.83,3981837.16
9395,1079046.39,-4853356.82,3981837.18
9396,1079046.33,-4853356.81,3981837.21
9397,1079046.33,-4853356.79,3981837.23
9398,1079046.30,-4853356.79,3981837.25
9399,1079046.23,-4853356.87,3981837.33
9400,1079046.16,-4853356.78,3981837.30
9401,1079046.10,-4853356.79,3981837.30
9402,1079046.06,-4853356.80,3981837.30
9403,1079046.03,-4853356.82,3981837.28
9404,1079046.02,-4853356.90,3981837.34
9405,1079046.04,-4853356.91,3981837.33
9406,1079046.00,-4853356.93,3981837.31
9407,1079046.03,-4853357.02,3981837.36
9408,1079046.04,-4853356.99,3981837.39
9409,1079046.05,-4853356.90,3981837.34
9410,1079046.10,-4853356.88,3981837.36
9411,1079046.15,-4853356.88,3981837.34
9412,1079046.23,-4853356.88,3981837.31
9413,1079046.30,-4853356.90,3981837.27
9414,1079046.35,-4853356.84,3981837.16
9415,1079046.41,-4853356.79,3981837.05
9416,1079046.51,-4853356.74,3981836.92
9417,1079046.62,-4853356.78,3981836.85
9418,1079046.70,-4853356.80,3981836.80
9419,1079046.74,-4853356.72,3981836.73
9420,1079046.80,-4853356.73,3981836.70
9421,1079046.80,-4853356.65,3981836.64
9422,1079046.77,-4853356.50,3981836.52
9423,1079046.72,-4853356.42,3981836.47
9424,1079046.66,-4853356.33,3981836.43
9425,1079046.68,-4853356.32,3981836.43
9426,1079046.63,-4853356.24,3981836.38
9427,1079046.52,-4853356.15,3981836.37
9428,1079046.48,-4853356.14,3981836.39
9429,1079046.40,-4853356.05,3981836.36
9430,1079046.28,-4853356.15,3981836.44
9431,1079046.18,-4853356.16,3981836.45
9432,1079046.09,-4853356.11,3981836.38
9433,1079046.09,-4853356.09,3981836.40
9434,1079046.05,-4853356.02,3981836.33
9435,1079046.01,-4853355.97,3981836.25
9436,1079046.07,-4853355.98,3981836.22
9437,1079046.10,-4853356.04,3981836.30
9438,1079046.13,-4853356.13,3981836.34
9439,1079046.12,-4853356.24,3981836.37
9440,1079046.09,-4853356.23,3981836.38
9441,1079046.13,-4853356.22,3981836.39
9442,1079046.13,-4853356.10,3981836.38
9443,1079046.16,-4853356.17,3981836.44
9444,1079046.16,-4853356.16,3981836.45
9445,1079046.20,-4853356.16,3981836.44
9446,1079046.24,-4853356.16,3981836.42
9447,1079046.30,-4853356.09,3981836.34
9448,1079046.37,-4853356.05,3981836.38
9449,1079046.47,-4853356.09,3981836.45
9450,1079046.48,-4853356.04,3981836.51
9451,1079046.51,-4853355.95,3981836.45
9452,1079046.51,-4853355.95,3981836.46
9453,1079046.53,-4853355.87,3981836.38
9454,1079046.56,-4853355.91,3981836.33
9455,1079046.59,-4853355.97,3981836.25
9456,1079046.58,-4853355.92,3981836.15
9457,1079046.55,-4853355.93,3981836.15
9458,1079046.55,-4853355.83,3981836.11
9459,1079046.53,-4853355.72,3981836.09
9460,1079046.53,-4853355.66,3981836.15
9461,1079046.57,-4853355.63,3981836.18
9462,1079046.61,-4853355.62,3981836.20
9463,1079046.63,-4853355.61,3981836.20
9464,1079046.66,-4853355.60,3981836.20
9465,1079046.71,-4853355.58,3981836.21
9466,1079046.73,-4853355.49,3981836.15
9467,1079046.77,-4853355.52,3981836.12
9468,1079046.77,-4853355.43,3981836.05
9469,1079046.76,-4853355.35,3981835.99
9470,1079046.77,-4853355.30,3981835.90
9471,1079046.76,-4853355.22,3981835.84
9472,1079046.76,-4853355.14,3981835.77
9473,1079046.71,-4853355.07,3981835.71
9474,1079046.69,-4853355.09,3981835.70
9475,1079046.63,-4853355.02,3981835.63
9476,1079046.60,-4853354.92,3981835.60
9477,1079046.61,-4853354.80,3981835.58
9478,1079046.55,-4853354.74,3981835.52
9479,1079046.50,-4853354.66,3981835.47
9480,1079046.45,-4853354.58,3981835.42
9481,1079046.43,-4853354.59,3981835.41
9482,1079046.45,-4853354.60,3981835.39
9483,1079046.43,-4853354.54,3981835.31
9484,1079046.47,-4853354.63,3981835.35
9485,1079046.52,-4853354.68,3981835.28
9486,1079046.48,-4853354.73,3981835.23
9487,1079046.45,-4853354.77,3981835.19
9488,1079046.41,-4853354.80,3981835.16
9489,1079046.38,-4853354.91,3981835.20
9490,1079046.30,-4853354.95,3981835.16
9491,1079046.23,-4853354.95,3981835.18
9492,1079046.13,-4853354.97,3981835.20
9493,1079046.08,-4853355.07,3981835.24
9494,1079046.05,-4853355.06,3981835.26
9495,1079046.02,-4853355.07,3981835.26
9496,1079045.96,-4853355.04,3981835.32
9497,1079045.91,-4853355.02,3981835.34
9498,1079045.88,-4853354.99,3981835.39
9499,1079045.83,-4853355.02,3981835.52
9500,1079045.78,-4853355.07,3981835.64
9501,1079045.76,-4853355.16,3981835.86
9502,1079045.75,-4853355.21,3981835.96
9503,1079045.76,-4853355.25,3981836.07
9504,1079045.77,-4853355.36,3981836.25
9505,1079045.79,-4853355.39,3981836.38
9506,1079045.80,-4853355.43,3981836.48
9507,1079045.87,-4853355.55,3981836.63
9508,1079045.92,-4853355.71,3981836.74
9509,1079045.96,-4853355.81,3981836.93
9510,1079046.04,-4853355.91,3981837.11
9511,1079046.06,-4853355.96,3981837.20
9512,1079046.05,-4853356.04,3981837.27
9513,1079046.04,-4853356.10,3981837.35
9514,1079046.05,-4853356.06,3981837.40
9515,1079046.03,-4853356.14,3981837.46
9516,1079046.02,-4853356.23,3981837.51
9517,1079046.05,-4853356.32,3981837.55
9518,1079046.06,-4853356.41,3981837.61
9519,1079046.03,-4853356.45,3981837.56
9520,1079045.99,-4853356.55,3981837.61
9521,1079045.97,-4853356.66,3981837.65
9522,1079045.91,-4853356.76,3981837.71
9523,1079045.86,-4853356.84,3981837.77
9524,1079045.78,-4853356.87,3981837.77
9525,1079045.72,-4853356.94,3981837.86
9526,1079045.70,-4853356.98,3981837.82
9527,1079045.65,-4853356.95,3981837.70
9528,1079045.61,-4853356.98,3981837.67
9529,1079045.63,-4853356.94,3981837.56
9530,1079045.68,-4853356.88,3981837.46
9531,1079045.73,-4853356.86,3981837.30
9532,1079045.77,-4853356.92,3981837.22
9533,1079045.84,-4853356.90,3981837.07
9534,1079045.91,-4853356.95,3981836.98
9535,1079046.02,-4853356.93,3981836.84
9536,1079046.08,-4853356.87,3981836.73
9537,1079046.12,-4853356.86,3981836.73
9538,1079046.15,-4853356.79,3981836.66
9539,1079046.20,-4853356.64,3981836.50
9540,1079046.26,-4853356.55,3981836.44
9541,1079046.27,-4853356.34,3981836.35
9542,1079046.30,-4853356.26,3981836.29
9543,1079046.28,-4853356.12,3981836.15
9544,1079046.29,-4853356.09,3981836.18
9545,1079046.30,-4853356.01,3981836.12
9546,1079046.31,-4853356.01,3981836.12
9547,1079046.30,-4853355.91,3981836.07
9548,1079046.38,-4853355.90,3981836.07
9549,1079046.33,-4853355.80,3981836.04
9550,1079046.40,-4853355.80,3981836.02
9551,1079046.39,-4853355.75,3981835.93
9552,1079046.45,-4853355.75,3981835.91
9553,1079046.48,-4853355.73,3981835.93
9554,1079046.55,-4853355.65,3981835.85
9555,1079046.66,-4853355.63,3981835.85
9556,1079046.71,-4853355.59,3981835.88
9557,1079046.71,-4853355.47,3981835.86
9558,1079046.72,-4853355.42,3981835.92
9559,1079046.70,-4853355.31,3981835.90
9560,1079046.70,-4853355.25,3981835.97
9561,1079046.66,-4853355.20,3981836.05
9562,1079046.63,-4853355.05,3981836.07
9563,1079046.57,-4853355.02,3981836.13
9564,1079046.50,-4853354.99,3981836.18
9565,1079046.46,-4853354.86,3981836.20
9566,1079046.37,-4853354.86,3981836.22
9567,1079046.29,-4853354.77,3981836.19
9568,1079046.23,-4853354.80,3981836.17
9569,1079046.23,-4853354.82,3981836.14
9570,1079046.29,-4853354.90,3981836.20
9571,1079046.30,-4853354.91,3981836.18
9572,1079046.40,-4853355.00,3981836.20
9573,1079046.52,-4853355.18,3981836.27
9574,1079046.55,-4853355.24,3981836.34
9575,1079046.47,-4853355.25,3981836.36
9576,1079046.46,-4853355.34,3981836.41
9577,1079046.43,-4853355.41,3981836.48
9578,1079046.42,-4853355.51,3981836.53
9579,1079046.43,-4853355.59,3981836.59
9580,1079046.44,-4853355.71,3981836.60
9581,1079046.47,-4853355.84,3981836.60
9582,1079046.45,-4853355.97,3981836.61
9583,1079046.48,-4853356.06,3981836.64
9584,1079046.52,-4853356.09,3981836.60
9585,1079046.54,-4853356.09,3981836.60
9586,1079046.55,-4853355.98,3981836.56
9587,1079046.58,-4853356.00,3981836.54
9588,1079046.56,-4853356.01,3981836.52
9589,1079046.59,-4853355.95,3981836.43
9590,1079046.59,-4853355.88,3981836.35
9591,1079046.59,-4853355.84,3981836.25
9592,1079046.62,-4853355.79,3981836.14
9593,1079046.59,-4853355.67,3981835.98
9594,1079046.63,-4853355.58,3981835.91
9595,1079046.70,-4853355.58,3981835.90
9596,1079046.74,-4853355.52,3981835.79
9597,1079046.78,-4853355.51,3981835.80
9598,1079046.80,-4853355.30,3981835.72
9599,1079046.77,-4853355.20,3981835.70
9600,1079046.74,-4853355.02,3981835.61
9601,1079046.75,-4853354.96,3981835.52
9602,1079046.73,-4853354.86,3981835.48
9603,1079046.73,-4853354.73,3981835.48
9604,1079046.67,-4853354.54,3981835.41
9605,1079046.67,-4853354.42,3981835.39
9606,1079046.63,-4853354.33,3981835.35
9607,1079046.59,-4853354.26,3981835.29
9608,1079046.52,-4853354.20,3981835.23
9609,1079046.45,-4853354.12,3981835.18
9610,1079046.39,-4853354.03,3981835.15
9611,1079046.31,-4853353.93,3981835.13
9612,1079046.27,-4853353.83,3981835.11
9613,1079046.25,-4853353.73,3981835.07
9614,1079046.25,-4853353.73,3981835.07
9615,1079046.20,-4853353.75,3981835.05
9616,1079046.10,-4853353.78,3981835.05
9617,1079046.09,-4853353.79,3981835.05
9618,1079046.11,-4853353.74,3981835.09
9619,1079046.16,-4853353.70,3981835.13
9620,1079046.20,-4853353.66,3981835.16
9621,1079046.22,-4853353.64,3981835.19
9622,1079046.20,-4853353.62,3981835.22
9623,1079046.15,-4853353.54,3981835.17
9624,1079046.16,-4853353.50,3981835.21
9625,1079046.12,-4853353.41,3981835.18
9626,1079046.09,-4853353.39,3981835.20
9627,1079046.02,-4853353.37,3981835.25
9628,1079045.98,-4853353.38,3981835.40
9629,1079045.90,-4853353.34,3981835.48
9630,1079045.87,-4853353.34,3981835.65
9631,1079045.83,-4853353.30,3981835.70
9632,1079045.82,-4853353.34,3981835.81
9633,1079045.81,-4853353.41,3981835.89
9634,1079045.85,-4853353.47,3981835.97
9635,1079045.84,-4853353.55,3981836.03
9636,1079045.83,-4853353.63,3981836.09
9637,1079045.81,-4853353.70,3981836.17
9638,1079045.82,-4853353.85,3981836.31
9639,1079045.78,-4853353.94,3981836.38
9640,1079045.77,-4853354.13,3981836.47
9641,1079045.74,-4853354.23,3981836.52
9642,1079045.78,-4853354.34,3981836.52
9643,1079045.75,-4853354.48,3981836.53
9644,1079045.71,-4853354.51,3981836.50
9645,1079045.70,-4853354.62,3981836.53
9646,1079045.69,-4853354.64,3981836.50
9647,1079045.70,-4853354.68,3981836.46
9648,1079045.73,-4853354.77,3981836.49
9649,1079045.70,-4853354.79,3981836.48
9650,1079045.66,-4853354.80,3981836.48
9651,1079045.66,-4853354.84,3981836.44
9652,1079045.63,-4853354.97,3981836.45
9653,1079045.62,-4853355.09,3981836.46
9654,1079045.57,-4853355.13,3981836.42
9655,1079045.56,-4853355.24,3981836.45
9656,1079045.55,-4853355.32,3981836.52
9657,1079045.51,-4853355.33,3981836.52
9658,1079045.53,-4853355.35,3981836.48
9659,1079045.51,-4853355.37,3981836.47
9660,1079045.54,-4853355.44,3981836.53
9661,1079045.55,-4853355.45,3981836.52
9662,1079045.57,-4853355.41,3981836.40
9663,1079045.63,-4853355.45,3981836.34
9664,1079045.69,-4853355.54,3981836.38
9665,1079045.77,-4853355.52,3981836.38
9666,1079045.85,-4853355.60,3981836.41
9667,1079045.91,-4853355.70,3981836.45
9668,1079045.99,-4853355.71,3981836.40
9669,1079046.12,-4853355.77,3981836.45
9670,1079046.20,-4853355.71,3981836.34
9671,1079046.30,-4853355.72,3981836.31
9672,1079046.38,-4853355.68,3981836.18
9673,1079046.48,-4853355.73,3981836.09
9674,1079046.59,-4853355.77,3981836.01
9675,1079046.68,-4853355.66,3981835.80
9676,1079046.82,-4853355.70,3981835.73
9677,1079046.95,-4853355.71,3981835.66
9678,1079047.04,-4853355.75,3981835.59
9679,1079047.14,-4853355.79,3981835.52
9680,1079047.21,-4853355.84,3981835.44
9681,1079047.29,-4853355.78,3981835.33
9682,1079047.33,-4853355.79,3981835.31
9683,1079047.33,-4853355.72,3981835.23
9684,1079047.30,-4853355.73,3981835.23
9685,1079047.30,-4853355.70,3981835.27
9686,1079047.27,-4853355.59,3981835.25
9687,1079047.23,-4853355.55,3981835.30
9688,1079047.22,-4853355.48,3981835.41
9689,1079047.16,-4853355.53,3981835.51
9690,1079047.09,-4853355.51,3981835.55
9691,1079047.07,-4853355.47,3981835.61
9692,1079047.06,-4853355.52,3981835.72
9693,1079047.06,-4853355.57,3981835.81
9694,1079047.08,-4853355.66,3981835.86
9695,1079047.05,-4853355.66,3981835.86
9696,1079046.98,-4853355.64,3981835.90
9697,1079046.91,-4853355.73,3981835.98
9698,1079046.88,-4853355.81,3981836.04
9699,1079046.87,-4853355.81,3981836.04
9700,1079046.84,-4853355.96,3981836.20
9701,1079046.80,-4853356.03,3981836.27
9702,1079046.75,-4853356.10,3981836.37
9703,1079046.71,-4853356.25,3981836.52
9704,1079046.62,-4853356.23,3981836.56
9705,1079046.56,-4853356.31,3981836.64
9706,1079046.55,-4853356.33,3981836.63
9707,1079046.52,-4853356.32,3981836.64
9708,1079046.43,-4853356.25,3981836.59
9709,1079046.43,-4853356.34,3981836.64
9710,1079046.41,-4853356.31,3981836.68
9711,1079046.41,-4853356.20,3981836.66
9712,1079046.36,-4853356.13,3981836.75
9713,1079046.33,-4853356.02,3981836.74
9714,1079046.34,-4853356.05,3981836.87
9715,1079046.30,-4853356.02,3981836.91
9716,1079046.27,-4853355.92,3981836.88
9717,1079046.29,-4853355.90,3981836.89
9718,1079046.27,-4853355.88,3981836.91
9719,1079046.24,-4853355.82,3981836.84
9720,1079046.25,-4853355.84,3981836.81
9721,1079046.26,-4853355.82,3981836.67
9722,1079046.32,-4853355.91,3981836.56
9723,1079046.44,-4853355.97,3981836.45
9724,1079046.47,-4853356.02,3981836.38
9725,1079046.52,-4853356.04,3981836.34
9726,1079046.52,-4853356.05,3981836.33
9727,1079046.51,-4853356.09,3981836.29
9728,1079046.55,-4853356.09,3981836.27
9729,1079046.65,-4853356.18,3981836.29
9730,1079046.63,-4853356.09,3981836.26
9731,1079046.55,-4853356.01,3981836.21
9732,1079046.52,-4853355.97,3981836.10
9733,1079046.52,-4853356.02,3981836.05
9734,1079046.54,-4853356.01,3981835.90
9735,1079046.56,-4853356.05,3981835.84
9736,1079046.54,-4853356.10,3981835.95
9737,1079046.52,-4853356.10,3981835.95
9738,1079046.52,-4853356.15,3981836.05
9739,1079046.54,-4853356.09,3981836.11
9740,1079046.53,-4853356.05,3981836.16
9741,1079046.53,-4853356.00,3981836.23
9742,1079046.57,-4853355.96,3981836.27
9743,1079046.59,-4853356.02,3981836.34
9744,1079046.66,-4853356.09,3981836.39
9745,1079046.70,-4853356.13,3981836.34
9746,1079046.73,-4853356.16,3981836.29
9747,1079046.74,-4853356.21,3981836.23
9748,1079046.76,-4853356.27,3981836.16
9749,1079046.82,-4853356.29,3981836.12
9750,1079046.87,-4853356.37,3981836.16
9751,1079046.86,-4853356.38,3981836.16
9752,1079046.84,-4853356.38,3981836.16
9753,1079046.80,-4853356.34,3981836.21
9754,1079046.77,-4853356.33,3981836.24
9755,1079046.70,-4853356.35,3981836.39
9756,1079046.58,-4853356.32,3981836.46
9757,1079046.48,-4853356.39,3981836.57
9758,1079046.39,-4853356.38,3981836.61
9759,1079046.31,-4853356.39,3981836.61
9760,1079046.28,-4853356.46,3981836.69
9761,1079046.27,-4853356.55,3981836.75
9762,1079046.21,-4853356.62,3981836.84
9763,1079046.20,-4853356.67,3981836.93
9764,1079046.17,-4853356.65,3981836.98
9765,1079046.16,-4853356.63,3981837.01
9766,1079046.13,-4853356.63,3981837.01
9767,1079046.09,-4853356.62,3981837.03
9768,1079045.95,-4853356.58,3981837.12
9769,1079045.79,-4853356.46,3981837.14
9770,1079045.68,-4853356.48,3981837.16
9771,1079045.61,-4853356.57,3981837.22
9772,1079045.59,-4853356.59,3981837.20
9773,1079045.62,-4853356.62,3981837.16
9774,1079045.56,-4853356.70,3981837.23
9775,1079045.50,-4853356.81,3981837.27
9776,1079045.46,-4853356.84,3981837.24
9777,1079045.41,-4853356.86,3981837.24
9778,1079045.35,-4853356.82,3981837.14
9779,1079045.30,-4853356.86,3981837.11
9780,1079045.23,-4853356.82,3981837.02
9781,1079045.25,-4853356.77,3981836.91
9782,1079045.32,-4853356.73,3981836.80
9783,1079045.44,-4853356.66,3981836.69
9784,1079045.50,-4853356.63,3981836.70
9785,1079045.62,-4853356.55,3981836.59
9786,1079045.70,-4853356.54,3981836.59
9787,1079045.79,-4853356.59,3981836.67
9788,1079045.87,-4853356.55,3981836.70
9789,1079046.00,-4853356.66,3981836.68
9790,1079046.02,-4853356.58,3981836.62
9791,1079046.02,-4853356.59,3981836.62
9792,1079046.05,-4853356.51,3981836.54
9793,1079046.10,-4853356.47,3981836.57
9794,1079046.20,-4853356.46,3981836.55
